locality_name,region_name,price,value_per_sqft,area,construction_status,house_type,total_rooms,total_beds,new_resale,age
Mira Road East, Mumbai,8732000.0,8153,1071,Under Construction,Apartment,4,2,New,-2.0
Mira Road East, Mumbai,7902000.0,8189,965,Under Construction,Apartment,4,2,New,-2.0
Mira Road East, Mumbai,5102000.0,6584,775,Under Construction,Apartment,3,1,New,-2.0
Mira Road East, Mumbai,8732000.0,8153,1071,Under Construction,Apartment,4,2,New,-2.0
Mira Road East, Mumbai,7902000.0,8189,965,Under Construction,Apartment,4,2,New,-2.0
Mira Road East, Mumbai,5102000.0,6584,775,Under Construction,Apartment,3,1,New,-2.0
Badlapur East, Mumbai,1600000.0,3720,430,Under Construction,Studio Apartment,2,0,New,1.0
Badlapur East, Mumbai,3700000.0,4252,870,Under Construction,Apartment,4,2,New,-2.0
Badlapur East, Mumbai,2300000.0,3865,595,Under Construction,Apartment,3,1,New,-2.0
Badlapur East, Mumbai,2400000.0,3692,650,Ready to move,Apartment,3,1,New,1.0
Badlapur West, Mumbai,2300000.0,3770,610,Under Construction,Apartment,3,1,New,2.0
Badlapur West, Mumbai,2100000.0,3620,580,Ready to move,Apartment,3,1,New,6.5
Badlapur East, Mumbai,3700000.0,4512,820,Ready to move,Apartment,3,1,New,0.0
Badlapur East, Mumbai,3500000.0,4697,745,Ready to move,Apartment,4,2,New,0.0
Badlapur East, Mumbai,2550000.0,4811,530,Ready to move,Apartment,3,1,New,1.0
Badlapur East, Mumbai,2600000.0,4601,565,Ready to move,Apartment,3,1,New,0.0
Badlapur East, Mumbai,2500000.0,4716,530,Ready to move,Apartment,3,1,New,2.0
Badlapur East, Mumbai,3400000.0,3400,1000,Under Construction,Apartment,4,2,New,2.0
Badlapur East, Mumbai,3300000.0,3384,975,Under Construction,Apartment,4,2,New,2.0
Badlapur East, Mumbai,2200000.0,3666,600,Under Construction,Apartment,3,1,New,1.0
Badlapur West, Mumbai,1600000.0,3232,495,Ready to move,Studio Apartment,2,0,New,0.5
Hendre Pada, Mumbai,2100000.0,3500,600,Ready to move,Apartment,3,1,New,4.0
Badlapur West, Mumbai,2150000.0,3909,550,Under Construction,Apartment,3,1,New,-1.0
Badlapur East, Mumbai,3400000.0,3400,1000,Under Construction,Apartment,4,2,New,2.0
Badlapur East, Mumbai,3300000.0,3384,975,Under Construction,Apartment,4,2,New,2.0
Badlapur East, Mumbai,2200000.0,3666,600,Under Construction,Apartment,3,1,New,1.0
Badlapur West, Mumbai,1600000.0,3232,495,Ready to move,Studio Apartment,2,0,New,0.5
Hendre Pada, Mumbai,2100000.0,3500,600,Ready to move,Apartment,3,1,New,4.0
Badlapur West, Mumbai,2150000.0,3909,550,Under Construction,Apartment,3,1,New,-1.0
Hendre Pada, Mumbai,2100000.0,3442,610,Under Construction,Apartment,3,1,New,2.0
Hendre Pada, Mumbai,2100000.0,3500,600,Under Construction,Apartment,3,1,New,1.0
Hendre Pada, Mumbai,2000000.0,3508,570,Under Construction,Apartment,3,1,New,2.0
Hendre Pada, Mumbai,2050000.0,3596,570,Under Construction,Apartment,3,1,Resale,1.0
Hendre Pada, Mumbai,2100000.0,3750,560,Under Construction,Apartment,3,1,New,1.0
Hendre Pada, Mumbai,2000000.0,3603,555,Under Construction,Apartment,3,1,New,1.0
Hendre Pada, Mumbai,1900000.0,3877,490,Under Construction,Apartment,3,1,Resale,2.0
Hendre Pada, Mumbai,1800000.0,3673,490,Under Construction,Apartment,3,1,New,2.0
Hendre Pada, Mumbai,1400000.0,3414,410,Under Construction,Studio Apartment,2,0,New,1.0
Hendre Pada, Mumbai,1400000.0,3544,395,Under Construction,Studio Apartment,2,0,New,1.0
Hendre Pada, Mumbai,1400000.0,3733,375,Under Construction,Studio Apartment,2,0,New,1.0
Badlapur East, Mumbai,2600000.0,4444,585,Ready to move,Apartment,3,1,New,1.0
Badlapur East, Mumbai,2600000.0,4126,630,Ready to move,Apartment,3,1,New,2.0
Hendre Pada, Mumbai,2000000.0,3738,535,Under Construction,Apartment,3,1,New,1.0
Hendre Pada, Mumbai,3300000.0,3882,850,Under Construction,Apartment,4,2,New,2.0
Hendre Pada, Mumbai,3000000.0,4615,650,Under Construction,Apartment,3,1,New,1.0
Hendre Pada, Mumbai,3000000.0,3030,990,Ready to move,Apartment,4,2,New,4.0
Hendre Pada, Mumbai,2800000.0,3733,750,Ready to move,Apartment,4,2,New,4.0
Badlapur West, Mumbai,2000000.0,3478,575,Ready to move,Apartment,3,1,New,1.0
Badlapur West, Mumbai,2200000.0,3666,600,Ready to move,Apartment,3,1,Resale,1.0
Hendre Pada, Mumbai,1800000.0,3364,535,Under Construction,Apartment,3,1,New,2.0
Hendre Pada, Mumbai,1700000.0,3400,500,Under Construction,Apartment,3,1,New,2.0
Badlapur West, Mumbai,1550000.0,3604,430,Under Construction,Studio Apartment,2,0,New,0.0
Badlapur West, Mumbai,2000000.0,3539,565,Under Construction,Apartment,3,1,New,0.0
Badlapur West, Mumbai,1900000.0,3423,555,Under Construction,Apartment,3,1,New,0.0
Badlapur West, Mumbai,1900000.0,3486,545,Under Construction,Apartment,3,1,New,0.0
Badlapur West, Mumbai,1800000.0,3364,535,Under Construction,Apartment,3,1,New,0.0
Badlapur West, Mumbai,1850000.0,3523,525,Under Construction,Apartment,3,1,New,0.0
Badlapur West, Mumbai,1700000.0,3434,495,Under Construction,Apartment,3,1,New,0.0
Badlapur West, Mumbai,1500000.0,3409,440,Under Construction,Studio Apartment,2,0,New,0.0
Badlapur East, Mumbai,2000000.0,3389,590,Under Construction,Apartment,3,1,New,1.0
Hendre Pada, Mumbai,2350000.0,3790,620,Under Construction,Apartment,3,1,New,2.0
Hendre Pada, Mumbai,2310000.0,3818,605,Under Construction,Apartment,3,1,New,2.0
Hendre Pada, Mumbai,2200000.0,4112,535,Under Construction,Apartment,3,1,New,2.0
Hendre Pada, Mumbai,2900000.0,3766,770,Under Construction,Apartment,4,2,New,2.0
Hendre Pada, Mumbai,3000000.0,3797,790,Under Construction,Apartment,4,2,New,2.0
Badlapur East, Mumbai,2200000.0,3606,610,Under Construction,Apartment,3,1,Resale,1.0
Ambernath East, Mumbai,2900000.0,4833,600,Under Construction,Apartment,3,1,New,1.0
Badlapur East, Mumbai,2600000.0,4262,610,Under Construction,Apartment,3,1,New,-1.0
Hendre Pada, Mumbai,2000000.0,3636,550,Ready to move,Apartment,3,1,New,4.0
Ambernath West, Mumbai,2400000.0,3973,604,Ready to move,Apartment,3,1,New,2.0
Badlapur East, Mumbai,2500000.0,4132,605,Under Construction,Apartment,3,1,New,0.0
Badlapur East, Mumbai,2300000.0,3357,685,Ready to move,Apartment,3,1,New,1.0
Kalyan West, Mumbai,4200000.0,7058,595,Ready to move,Apartment,3,1,Resale,2.0
Badlapur West, Mumbai,1600000.0,3555,450,Under Construction,Studio Apartment,2,0,New,0.0
Hendre Pada, Mumbai,2200000.0,3793,580,Ready to move,Apartment,3,1,New,4.0
Badlapur West, Mumbai,2100000.0,3716,565,Ready to move,Apartment,3,1,New,1.0
Badlapur West, Mumbai,2500000.0,3703,675,Under Construction,Apartment,3,1,New,-1.0
Badlapur East, Mumbai,2300000.0,3739,615,Under Construction,Apartment,3,1,New,0.0
Badlapur West, Mumbai,1700000.0,3400,500,Under Construction,Apartment,3,1,New,0.0
Badlapur East, Mumbai,2300000.0,3538,650,Ready to move,Apartment,3,1,New,2.0
Hinjewadi, Pune,8800000.0,6499,1354,Ready to move,Apartment,4,2,Resale,2.0
Hinjewadi, Pune,9200000.0,6814,1350,Ready to move,Apartment,4,2,Resale,2.0
Wakad, Pune,9500000.0,6250,1520,Ready to move,Apartment,5,3,Resale,3.0
Hinjewadi, Pune,8400000.0,7304,1150,Ready to move,Apartment,4,2,Resale,2.0
Powai, Mumbai,14000000.0,20740,675,Ready to move,Apartment,3,1,Resale,9.5
Wadala, Mumbai,27200000.000000004,19753,1377,Ready to move,Apartment,4,2,Resale,0.5
Thane West, Mumbai,15500000.0,11923,1300,Ready to move,Apartment,5,3,Resale,2.0
Thane West, Mumbai,6500000.0,10000,650,Ready to move,Apartment,3,1,Resale,14.5
Thane West, Mumbai,16000000.0,12800,1250,Ready to move,Apartment,5,3,Resale,2.5
Mira Road East, Mumbai,8999000.0,19998,450,Under Construction,Apartment,4,2,New,-3.0
Mira Road East, Mumbai,9300000.0,20130,462,Under Construction,Apartment,4,2,New,-3.0
Mira Road East, Mumbai,9100000.0,20088,453,Under Construction,Apartment,4,2,New,-3.0
Mira Road East, Mumbai,5900000.0,18154,325,Under Construction,Apartment,3,1,New,-3.0
Mira Road East, Mumbai,12100000.0,10083,1200,Under Construction,Apartment,5,3,New,-4.0
Mira Road East, Mumbai,12100000.0,10083,1200,Under Construction,Apartment,5,3,New,-4.0
Mira Road East, Mumbai,9100000.0,11375,800,Under Construction,Apartment,4,2,New,-4.0
Mira Road East, Mumbai,9100000.0,11375,800,Under Construction,Apartment,4,2,New,-4.0
Mira Road East, Mumbai,7845999.999999999,18817,417,Under Construction,Apartment,3,1,New,-3.0
Mira Road East, Mumbai,7338000.0,18817,390,Under Construction,Apartment,3,1,New,-3.0
Mira Road East, Mumbai,7056000.0,18817,375,Under Construction,Apartment,3,1,New,-3.0
Mira Road East, Mumbai,7000000.0,18817,372,Under Construction,Apartment,3,1,New,-3.0
Mazgaon, Mumbai,7300000.0,26071,280,Ready to move,Apartment,3,1,Resale,1.0
Kothrud, Pune,14000000.0,12110,1156,Ready to move,Apartment,4,2,Resale,2.0
Bibwewadi, Pune,4400000.0,7787,565,Ready to move,Apartment,3,1,Resale,2.5
Warje, Pune,4400000.0,7787,565,Ready to move,Apartment,3,1,Resale,10.5
Kothrud, Pune,12000000.0,12000,1000,Ready to move,Apartment,4,2,Resale,0.5
Warje, Pune,12100000.0,8642,1400,Ready to move,Apartment,5,3,Resale,13.5
Warje, Pune,8300000.0,7217,1150,Ready to move,Apartment,5,3,Resale,2.0
Warje, Pune,4700000.0,7014,670,Ready to move,Apartment,3,1,Resale,0.5
Giridhar Nagar, Pune,3500000.0,6250,560,Ready to move,Apartment,3,1,Resale,1.0
Warje, Pune,6000000.0,7058,850,Ready to move,Apartment,4,2,Resale,15.5
Warje, Pune,9800000.0,7313,1340,Ready to move,Apartment,4,2,Resale,2.0
Warje, Pune,5500000.0,6207,886,Ready to move,Apartment,4,2,Resale,2.0
Dhayari, Pune,8800000.0,7333,1200,Ready to move,Apartment,5,3,Resale,3.0
Kothrud, Pune,13500000.0,10000,1350,Ready to move,Apartment,5,3,Resale,6.5
Warje, Pune,6000000.0,7782,771,Ready to move,Apartment,4,2,Resale,13.5
Warje, Pune,4200000.0,6919,607,Ready to move,Apartment,3,1,Resale,1.0
Bavdhan, Pune,8000000.0,6831,1171,Ready to move,Apartment,4,2,Resale,6.5
Warje, Pune,9800000.0,8734,1122,Ready to move,Apartment,4,2,Resale,7.5
Warje, Pune,6900000.0,6272,1100,Ready to move,Apartment,4,2,Resale,5.5
Warje, Pune,9500000.0,7711,1232,Ready to move,Apartment,4,2,Resale,0.5
Warje, Pune,7000000.0,6730,1040,Ready to move,Apartment,4,2,Resale,13.5
Warje, Pune,8300000.0,7229,1148,Ready to move,Apartment,4,2,Resale,2.0
Warje, Pune,8300000.0,7229,1148,Ready to move,Apartment,4,2,Resale,2.0
Baner, Pune,11000000.0,7746,1420,Ready to move,Apartment,5,3,Resale,11.5
Warje, Pune,5500000.0,7133,771,Ready to move,Apartment,4,2,Resale,2.0
Ambernath East, Mumbai,2630000.0,4046,650,Under Construction,Apartment,3,1,New,-2.0
Ambernath East, Mumbai,3600000.0,4931,730,Under Construction,Apartment,3,1,New,2.0
Kalyan East, Mumbai,4500000.0,10714,420,Under Construction,Apartment,3,1,New,-9.0
Kalyan East, Mumbai,6500000.0,10140,641,Under Construction,Apartment,4,2,New,-9.0
Dahisar, Mumbai,12000000.0,14117,850,Ready to move,Apartment,4,2,New,0.5
Mira Road East, Mumbai,6500000.0,9774,665,Ready to move,Apartment,3,1,Resale,7.5
Wagholi, Pune,12500000.0,6250,2000,Ready to move,Villa,5,3,Resale,9.5
Borivali West, Mumbai,11000000.0,20000,550,Ready to move,Apartment,3,1,Resale,1.0
Borivali West, Mumbai,37500000.0,27777,1350,Under Construction,Apartment,5,3,New,3.0
Kandivali East, Mumbai,22000000.0,25882,850,Ready to move,Apartment,4,2,New,5.5
Thane West, Mumbai,7000000.0,13461,520,Ready to move,Apartment,3,1,Resale,13.5
Thane West, Mumbai,17500000.0,14583,1200,Ready to move,Apartment,5,3,Resale,11.5
Thane West, Mumbai,21000000.0,15000,1400,Ready to move,Apartment,6,4,Resale,11.5
Kharghar, Mumbai,5800000.0,5870,988,Under Construction,Apartment,4,2,New,2.0
Kharghar, Mumbai,3900000.0,6735,579,Under Construction,Apartment,3,1,New,1.0
Mundhwa, Pune,12400000.0,10034,1241,Under Construction,Apartment,5,3,New,-2.0
Mundhwa, Pune,12400000.0,10043,1240,Under Construction,Apartment,5,3,New,-2.0
Mundhwa, Pune,10200000.0,10039,1017,Under Construction,Apartment,5,3,New,-2.0
Mundhwa, Pune,7916000.0,10046,788,Under Construction,Apartment,4,2,New,-2.0
Mundhwa, Pune,8058000.0,10048,802,Under Construction,Apartment,4,2,New,-2.0
Mundhwa, Pune,8058000.0,10060,801,Under Construction,Apartment,4,2,New,-2.0
Mundhwa, Pune,7845000.0,10228,767,Under Construction,Apartment,4,2,New,-2.0
Malad West, Mumbai,6800000.0,14315,475,Under Construction,Apartment,3,1,New,-2.0
Ulwe, Mumbai,11900000.0,10084,1180,Ready to move,Apartment,4,2,Resale,2.0
Mira Road East, Mumbai,9700000.0,10777,900,Under Construction,Apartment,4,2,New,2.0
Kalyan West, Mumbai,14000000.0,8235,1700,Ready to move,Apartment,5,3,Resale,3.0
Sanpada, Mumbai,7400000.0,11384,650,Ready to move,Apartment,3,1,Resale,2.0
Mira Road East, Mumbai,10800000.0,10800,1000,Under Construction,Apartment,5,3,New,2.0
Borivali West, Mumbai,8500000.0,17525,485,Ready to move,Apartment,3,1,Resale,1.0
Kalyan West, Mumbai,4200000.0,5915,710,Ready to move,Apartment,3,1,Resale,6.5
Naigaon East, Mumbai,3100000.0,5794,535,Under Construction,Apartment,3,1,New,1.0
Naigaon East, Mumbai,2800000.0,5490,510,Under Construction,Apartment,3,1,New,1.0
Naigaon East, Mumbai,2650000.0,4308,615,Ready to move,Apartment,3,1,Resale,1.0
Naigaon East, Mumbai,2800000.0,4666,600,Ready to move,Apartment,3,1,Resale,3.5
Naigaon East, Mumbai,3200000.0,4812,665,Ready to move,Apartment,3,1,Resale,1.5
Naigaon East, Mumbai,3200000.0,5120,625,Under Construction,Apartment,3,1,New,1.0
Naigaon East, Mumbai,4500000.0,5625,800,Ready to move,Apartment,4,2,New,2.0
Naigaon East, Mumbai,2700000.0,5046,535,Ready to move,Apartment,3,1,Resale,4.5
Naigaon East, Mumbai,2600000.0,4094,635,Under Construction,Apartment,3,1,New,-2.0
Naigaon East, Mumbai,2350000.0,3760,625,Ready to move,Apartment,3,1,Resale,1.0
Naigaon East, Mumbai,2350000.0,3760,625,Ready to move,Apartment,3,1,Resale,1.0
Naigaon East, Mumbai,2300000.0,3680,625,Ready to move,Apartment,3,1,Resale,1.0
Naigaon East, Mumbai,2750000.0,5092,540,Ready to move,Apartment,3,1,Resale,2.0
Naigaon East, Mumbai,2700000.0,4821,560,Ready to move,Apartment,3,1,New,1.0
Naigaon East, Mumbai,2700000.0,5046,535,Ready to move,Apartment,3,1,New,4.5
Naigaon East, Mumbai,3000000.0,5000,600,Ready to move,Apartment,3,1,Resale,3.5
Naigaon East, Mumbai,2750000.0,4741,580,Under Construction,Apartment,3,1,New,-1.0
Naigaon East, Mumbai,2400000.0,4800,500,Ready to move,Apartment,3,1,Resale,3.5
Naigaon East, Mumbai,3200000.0,5925,540,Under Construction,Apartment,3,1,New,1.0
Naigaon East, Mumbai,2670000.0,4944,540,Ready to move,Apartment,3,1,Resale,4.5
Naigaon East, Mumbai,2800000.0,4745,590,Ready to move,Apartment,3,1,Resale,5.5
Naigaon East, Mumbai,3200000.0,4812,665,Ready to move,Apartment,3,1,Resale,1.0
Hinjewadi, Pune,4598000.0,7219,637,Under Construction,Apartment,4,2,New,-1.0
Hinjewadi, Pune,3503000.0,7871,445,Under Construction,Apartment,3,1,New,-1.0
Hinjewadi, Pune,6906000.0,9837,702,Under Construction,Apartment,4,2,New,-2.0
Hinjewadi, Pune,7936000.0,10020,792,Under Construction,Apartment,4,2,New,-2.0
Hinjewadi, Pune,9887000.0,10161,973,Under Construction,Apartment,5,3,New,-2.0
Hinjewadi, Pune,7850000.0,9949,789,Under Construction,Apartment,4,2,New,-2.0
Hinjewadi, Pune,6806000.0,9764,697,Under Construction,Apartment,4,2,New,-2.0
Hinjewadi, Pune,7000000.0,9845,711,Under Construction,Apartment,4,2,New,-2.0
Hinjewadi, Pune,7726000.000000001,9867,783,Under Construction,Apartment,4,2,New,-2.0
Hinjewadi, Pune,10100000.0,10316,979,Under Construction,Apartment,5,3,New,-2.0
Hinjewadi, Pune,7183000.0,10046,715,Under Construction,Apartment,4,2,New,-2.0
Khar West, Mumbai,90000000.0,38297,2350,Ready to move,Apartment,5,3,Resale,4.0
Wadala, Mumbai,15700000.0,21506,730,Ready to move,Apartment,3,1,Resale,5.5
Panvel, Mumbai,4650000.0,7322,635,Ready to move,Apartment,3,1,Resale,7.5
Wakad, Pune,6900000.0,6791,1016,Ready to move,Apartment,4,2,New,2.0
Wakad, Pune,6600000.0,6285,1050,Ready to move,Apartment,4,2,New,2.5
Wakad, Pune,6700000.0,6504,1030,Ready to move,Apartment,4,2,New,2.0
Kalyan West, Mumbai,6800000.0,7640,890,Ready to move,Apartment,4,2,Resale,14.5
Kalyan West, Mumbai,7600000.0,7875,965,Ready to move,Apartment,4,2,Resale,2.0
Kalyan West, Mumbai,3600000.0,6101,590,Ready to move,Apartment,3,1,Resale,1.0
Beturkar Pada, Mumbai,8900000.0,8090,1100,Ready to move,Apartment,4,2,Resale,2.5
Kalyan West, Mumbai,7500000.0,7614,985,Ready to move,Apartment,4,2,Resale,16.5
Kalyan West, Mumbai,8800000.0,8817,998,Ready to move,Apartment,4,2,Resale,2.0
Kalyan West, Mumbai,7400000.0,6192,1195,Ready to move,Apartment,5,3,Resale,2.0
Jogeshwari West, Mumbai,35000000.0,19444,1800,Ready to move,Apartment,5,3,Resale,3.0
Kalyan West, Mumbai,3600000.0,6101,590,Ready to move,Apartment,3,1,Resale,1.0
Beturkar Pada, Mumbai,8900000.0,8090,1100,Ready to move,Apartment,4,2,Resale,2.5
Kalyan West, Mumbai,7500000.0,7614,985,Ready to move,Apartment,4,2,Resale,16.5
Kalyan West, Mumbai,8800000.0,8817,998,Ready to move,Apartment,4,2,Resale,2.0
Kalyan West, Mumbai,7400000.0,6192,1195,Ready to move,Apartment,5,3,Resale,2.0
Goregaon West, Mumbai,55000000.0,28277,1945,Ready to move,Independent House,5,3,Resale,3.0
Wakad, Pune,6900000.0,6791,1016,Ready to move,Apartment,4,2,New,2.0
Wakad, Pune,6600000.0,6285,1050,Ready to move,Apartment,4,2,New,2.5
Wakad, Pune,6700000.0,6504,1030,Ready to move,Apartment,4,2,New,2.0
Thergaon, Pune,8900000.0,6793,1310,Ready to move,Apartment,5,3,New,3.0
Thane West, Mumbai,21500000.0,15925,1350,Ready to move,Apartment,5,3,Resale,0.5
Govandi, Mumbai,46500000.0,24786,1876,Under Construction,Apartment,6,4,New,4.0
Chembur, Mumbai,20299999.999999996,20546,988,Under Construction,Apartment,4,2,New,-1.0
Deonar, Mumbai,34300000.0,21397,1603,Under Construction,Apartment,5,3,New,-2.0
Deonar, Mumbai,22599999.999999996,21381,1057,Under Construction,Apartment,4,2,New,-2.0
Chembur, Mumbai,12100000.0,14053,861,Under Construction,Apartment,4,2,New,2.0
Chembur, Mumbai,44000000.0,23978,1835,Under Construction,Apartment,5,3,New,3.0
Wadala, Mumbai,32100000.0,21188,1515,Under Construction,Apartment,5,3,New,3.0
Wadala, Mumbai,21900000.0,21057,1040,Under Construction,Apartment,4,2,New,2.0
Wadala, Mumbai,27100000.0,19853,1365,Under Construction,Apartment,5,3,New,3.0
Wadala, Mumbai,31000000.0,19770,1568,Under Construction,Apartment,5,3,New,3.0
Wadala, Mumbai,46600000.0,21105,2208,Under Construction,Apartment,6,4,New,4.0
Govandi, Mumbai,95000000.0,24993,3801,Under Construction,Apartment,7,5,New,5.0
Govandi, Mumbai,54500000.0,24851,2193,Under Construction,Apartment,6,4,New,4.0
Govandi, Mumbai,47000000.0,24960,1883,Under Construction,Apartment,5,3,New,3.0
Chembur, Mumbai,56000000.0,25000,2240,Under Construction,Apartment,5,3,New,3.0
Chembur, Mumbai,25500000.0,24448,1043,Under Construction,Apartment,4,2,New,2.0
Wadala, Mumbai,45000000.0,24167,1862,Ready to move,Apartment,5,3,New,3.0
Wadala, Mumbai,29200000.0,21954,1330,Ready to move,Apartment,4,2,New,2.0
Wadala, Mumbai,25000000.0,27901,896,Ready to move,Apartment,4,2,New,2.0
Wadala, Mumbai,15000000.0,21865,686,Ready to move,Apartment,3,1,New,1.0
Chembur, Mumbai,43200000.0,20121,2147,Ready to move,Apartment,6,4,New,4.0
Chembur, Mumbai,28300000.0,20000,1415,Ready to move,Apartment,5,3,New,2.0
Kanjurmarg, Mumbai,18900000.0,16875,1120,Ready to move,Apartment,4,2,old,122.5
Kanjurmarg, Mumbai,17400000.0,16893,1030,Ready to move,Apartment,4,2,old,122.5
Govandi, Mumbai,46500000.0,24786,1876,Under Construction,Apartment,6,4,New,4.0
Chembur, Mumbai,20299999.999999996,20546,988,Under Construction,Apartment,4,2,New,-1.0
Deonar, Mumbai,34300000.0,21397,1603,Under Construction,Apartment,5,3,New,-2.0
Deonar, Mumbai,22599999.999999996,21381,1057,Under Construction,Apartment,4,2,New,-2.0
Chembur, Mumbai,12100000.0,14053,861,Under Construction,Apartment,4,2,New,2.0
Wadala, Mumbai,29200000.0,21954,1330,Ready to move,Apartment,4,2,New,2.0
Wadala, Mumbai,25000000.0,27901,896,Ready to move,Apartment,4,2,New,2.0
Wadala, Mumbai,15000000.0,21865,686,Ready to move,Apartment,3,1,New,1.0
Chembur, Mumbai,43200000.0,20121,2147,Ready to move,Apartment,6,4,New,4.0
Chembur, Mumbai,28300000.0,20000,1415,Ready to move,Apartment,5,3,New,2.0
Bhayandar East, Mumbai,8300000.0,8097,1025,Under Construction,Apartment,4,2,New,-2.0
Bhayandar East, Mumbai,8400000.0,8195,1025,Under Construction,Apartment,4,2,New,-2.0
Bhayandar East, Mumbai,6000000.0,8275,725,Under Construction,Apartment,3,1,New,-2.0
Bhayandar East, Mumbai,6100000.0,8413,725,Under Construction,Apartment,3,1,New,-2.0
Mundhwa, Pune,6700000.0,8161,821,Under Construction,Apartment,4,2,New,-2.0
Mundhwa, Pune,6399000.0,8226,778,Under Construction,Apartment,4,2,New,-2.0
Thane West, Mumbai,27500000.0,18333,1500,Ready to move,Apartment,5,3,Resale,13.5
Mundhwa, Pune,5499000.0,9450,582,Under Construction,Apartment,4,2,New,-6.0
Mundhwa, Pune,5499000.0,9450,582,Under Construction,Apartment,4,2,New,-6.0
Hiranandani Estates, Mumbai,14000000.0,14000,1000,Ready to move,Apartment,4,2,Resale,2.0
Wakad, Pune,5300000.0,5608,945,Ready to move,Apartment,4,2,New,2.0
Powai, Mumbai,90000000.0,28125,3200,Ready to move,Apartment,6,4,Resale,9.5
Vikroli East, Mumbai,6000000.0,18181,330,Ready to move,Studio Apartment,2,0,Resale,2.0
Vikroli East, Mumbai,8200000.0,14909,550,Ready to move,Apartment,3,1,Resale,2.0
Vikhroli, Mumbai,9800000.0,13333,735,Ready to move,Apartment,3,1,Resale,14.0
Wakad, Pune,10000000.0,6896,1450,Ready to move,Apartment,5,3,Resale,5.5
